averagePace,averageHeartRate,percentZone4,averageCadence,verticalOscillation,runnerStage,targetClass
369.98353576843976,132.72597272052784,0.006310598219899244,174.7274125416432,7.4922077895212915,1,Easy Run
367.3655650473769,135.33871110061216,0.0473615582321004,160.0682741636184,9.166513687741025,1,Recovery Run
217.5754313033965,165.8964072348166,0.3324173761538829,159.17654994294304,11.104075667155053,1,Intervals
340.5408719031659,162.876489386469,0.18491155675938814,168.55800564783013,10.253102999364042,1,Progression Run
338.75751078924395,159.04545199467165,0.1333445264233069,169.62353427374373,11.96198082698314,0,Progression Run
457.2655648152228,142.50604763697032,0.017808646740797348,162.4705846992679,8.478346254199888,1,Easy Run
467.09944153659717,112.15931512336527,0.049424954802652625,174.9487738803652,8.840383180881979,1,Recovery Run
309.1454955499781,147.7942559119147,0.18732541496172067,169.24383953523943,10.905183885450878,2,Progression Run
438.18802250405406,129.89245751587694,0.030151588894168985,140.05172711584927,10.015418764344318,1,Easy Run
417.9039561009437,130.38474746747033,0.007072561618477619,160.53522975375455,7.68710376122281,2,Recovery Run
430.8544227932714,127.35255058290986,0.04635113810946709,157.72866717767118,11.783617573091943,2,Easy Run
396.70928159269573,177.5302189740688,0.5883660353104956,143.74432949829367,11.783791450056068,1,Threshold Run
243.12032320531034,184.8267292085343,0.3233335629347824,162.25860966082936,9.006773723293284,0,Intervals
354.62418702276614,149.86586394006585,0.13745758943968,150.62329484187694,7.136410781313143,2,Steady Run
336.8195888675522,136.14154243671177,0.0027482068947178584,158.70780382428364,9.33213472881979,1,Recovery Run
278.0704487088648,163.29013553187357,0.3615639188224358,150.3344628820306,7.441197228141782,0,Intervals
496.6280590419027,178.43637953374161,0.6368778000450697,173.77063726295853,11.130887792279067,0,Tempo Run
325.77370751390174,146.7352698973431,0.05981692967023594,177.65313647043587,9.301516293778405,1,Steady Run
321.83072107604823,152.75420673139578,0.14251673342957683,143.9850740693085,9.449277620554497,2,Steady Run
285.79783721782377,183.10367609903847,0.5285000426583789,150.0239019587154,7.336829804062887,0,Intervals
473.79361064539,174.72470352058383,0.5535848480042278,158.56076300570572,9.631144702602853,1,Tempo Run
249.45043861936273,160.68809886277126,0.5015213496389341,145.83040054776038,7.116609910785868,1,Intervals
334.5972226847904,158.35001290399694,0.19590977271632942,176.62147108922238,7.682293173856824,2,Steady Run
504.1431066045322,182.7444959488751,0.45978800561379674,145.53168122564054,11.201340816069143,1,Threshold Run
446.95378267288567,138.4095743358177,0.017729951762622764,175.7487269955358,9.983292413281841,1,Recovery Run
475.43084622685126,173.65371531971485,0.48462077052226415,176.05192584077605,11.74974657513149,2,Threshold Run
305.73123437144176,157.1670957681167,0.15731814883960588,154.09261640967176,9.336374444453005,2,Steady Run
516.7402502393811,176.42529708530523,0.729207297245573,162.56349458657797,11.256125122721018,0,Threshold Run
382.6974539986572,113.14183927517534,0.03177332859955286,170.18103144260513,9.884644508546906,0,Recovery Run
285.72210080078617,148.0949900775337,0.16899843332138823,165.35349899612794,11.261841256272977,0,Steady Run
306.44488729784786,148.7587849519579,0.17273457205421489,153.7984750098386,9.585343282025116,2,Progression Run
417.00233229409275,114.24481075248713,0.02416570667186832,155.78604049717492,10.655480268749649,2,Easy Run
343.6836091753692,120.96487957692737,0.03600887664338939,172.27611494245474,7.899224858338865,2,Recovery Run
337.02587041772847,160.56850138941667,0.1204082533893898,179.12560905154407,8.050585096992082,2,Progression Run
352.44578644330875,153.38861425446333,0.1415658745032467,177.10998112235598,8.529013617401397,1,Steady Run
447.01059449202324,165.69899695815,0.3279748419123172,169.652132376065,9.330661382369259,1,Tempo Run
333.52777772650336,157.94449864345273,0.07862247163673426,172.81883521508382,8.070665233084314,2,Progression Run
418.6254385091185,144.49852179977935,0.02077437707774127,165.80087905573671,9.74016368151211,1,Easy Run
340.3699519247455,161.68239879558726,0.19379807487942852,169.40188603570954,7.67025267681771,0,Progression Run
359.045305141246,161.81697716507503,0.10916958507482327,162.55702670906248,10.473570347435967,1,Steady Run
286.8123491461701,147.79792401887593,0.17295189280057205,157.51460948876525,10.110108888215626,2,Steady Run
298.14857922758017,175.41228933078355,0.7531352192182874,144.11012833000316,9.621750470232607,1,Intervals
525.6637348224144,174.81748415544646,0.5515080075948104,172.70079063478514,10.56226014399817,0,Tempo Run
284.229587426809,146.10105196191958,0.15146913854447197,148.6401232545182,11.17488973269884,0,Steady Run
447.33686760203807,138.58360064180516,0.02809385129853797,160.62736225614094,8.617660408120258,2,Easy Run
219.14857211037742,182.36199870770852,0.6571763593698579,150.94883144240328,11.673180407052492,1,Intervals
408.5231658667644,178.3892292819313,0.39562924814957995,160.41143243433018,10.973024380943814,0,Tempo Run
359.22868871136313,134.88708190120252,0.029664273318530443,172.01434947056643,11.175862732127218,2,Easy Run
498.88321610504926,175.1021304943137,0.521049256721235,156.0140315996947,8.357011924511923,0,Threshold Run
323.7780899210503,150.0330597764989,0.19624992887663212,173.29214441973872,9.552032315045798,0,Steady Run
465.5674749635751,130.30476409761536,0.04008862542650238,169.12516762525078,9.85584943195702,2,Recovery Run
533.1688635950366,168.1354927989852,0.8471142687142574,179.99726542982748,9.013964189141358,0,Threshold Run
263.45781267725647,175.97548028384006,0.33269752100014705,150.15214371229686,8.63352449716511,0,Intervals
477.1375820968175,114.05128109495631,0.003182791437444238,151.75505729270364,9.661147905056435,0,Easy Run
340.33105620025407,149.5618897190252,0.053767959687080674,160.8469710655567,7.226812273437438,2,Progression Run
276.67458087538967,186.24309662713435,0.6374325168885234,150.3010872346948,7.417001573236789,0,Intervals
537.3593302084416,184.47033258750136,0.7210751726000791,146.76734424704054,10.015884829942337,0,Tempo Run
451.4694174028624,176.92834375711158,0.4711949651537251,160.01289007553183,10.47646343258926,0,Tempo Run
452.5334064966611,183.5921103730438,0.26345844686625836,154.61009276694998,9.899072002863463,1,Tempo Run
296.7557129570287,161.96996013755103,0.15212015874738488,161.10821153616357,10.843691063516225,2,Progression Run
356.50969203530525,150.9519221233004,0.13883542531403809,153.37958108104195,7.805409269550875,2,Steady Run
432.3249940787204,127.70709803580519,0.015085934739185953,178.3163654211716,8.082093369781534,2,Easy Run
356.9022348084514,162.18943376188378,0.18409444765690247,152.86886042633145,8.508239136200855,0,Steady Run
211.9469267318265,170.36724025772935,0.8120231509090703,179.0189129523887,7.003490242413214,0,Intervals
451.19582783875535,174.58062587768325,0.47372561176589134,142.2795332983125,7.778159875488477,0,Tempo Run
401.831738872922,169.09332545683176,0.7422760737901568,141.74191768940133,11.447796356266355,0,Tempo Run
508.1233325351401,167.28911870209467,0.5690949068239954,154.6315404622269,8.373043118282592,0,Threshold Run
429.93935057674076,172.2746471026959,0.6786530149619554,167.62784051442546,10.444333074885956,2,Tempo Run
532.9079995847468,175.14944136426854,0.6740885104136064,178.6038460925953,10.387756122356297,2,Threshold Run
367.05490424150696,135.2519717254369,0.04764132756343016,172.49915302192596,9.883816993210232,2,Recovery Run
309.6286674703873,153.71847751499467,0.14826522098630646,173.27192119607685,7.8142181823146375,0,Progression Run
455.858083435831,132.7805278966971,0.0019095029830888122,151.07825291013938,8.552832475731336,1,Recovery Run
290.5591488026344,151.18675609247072,0.10756466943003364,173.76979554382692,9.495638153920135,2,Progression Run
371.37955423766596,121.94768222655114,0.01872421246951229,175.9677243394434,10.124702871494051,2,Easy Run
458.3895559262371,184.91903725570054,0.33131327009045053,156.28755311273466,9.579614173320278,1,Threshold Run
443.2214931028809,143.23371480126966,0.018300952400975602,159.1641102959523,10.246011748792561,0,Easy Run
444.96648469257093,126.04566790791708,0.03619757878742323,168.9255888794382,7.388822746176667,0,Recovery Run
239.1828277775436,189.80939547533723,0.5055635140222,155.09403274729962,8.013798853093691,2,Intervals
293.49243694540496,145.4850979930511,0.17922400150173157,166.69371564806812,9.559382410882916,0,Progression Run
312.5011778885856,151.03608399128612,0.0761861996839461,148.16807492448854,8.12858817534316,0,Progression Run
323.968908979518,154.94011444668848,0.1395737712456469,152.99248429768966,11.973361677579872,2,Steady Run
245.82395243986912,174.89486875355817,0.6394806600018662,166.17192861881261,11.556861032734798,1,Intervals
338.2979893718345,152.20574836228363,0.07485854998247773,163.96771550127897,8.301677935538986,2,Progression Run
285.2262020836323,152.06177503975306,0.16931208375861206,141.1122648507869,8.858248153108581,0,Progression Run
356.3711340701284,110.28327530173665,0.037225307233140006,140.62262441193417,9.889600508289655,2,Recovery Run
358.3634664794163,146.84054382374237,0.06967504296687826,174.2273145875717,11.88649630392699,0,Progression Run
245.4885106115997,186.80260295827418,0.37225050164909945,156.26922194990883,11.733851686043149,1,Intervals
273.993959006898,157.6825121082042,0.17366155578219808,158.3379856045884,9.513665682980708,2,Steady Run
337.8487160694827,147.05822597637604,0.16856713717017943,171.1786304604137,8.634813901954379,0,Progression Run
333.704502521959,157.50484102655125,0.1498529766160301,179.51289702978295,10.25127013983871,0,Progression Run
277.7641459947255,179.02661634824585,0.49021361472813185,148.4912208195917,8.095877868580256,0,Intervals
514.9486705074847,179.8997700247215,0.6138530840580323,147.7647970794911,10.409208745737036,1,Tempo Run
369.4398902378406,117.2389596928704,0.044172680988746965,168.62764251016674,7.275104411410712,0,Recovery Run
293.361803580066,146.966109404951,0.054052583095288625,149.45047294040495,10.22214280173228,0,Steady Run
336.7399921296676,162.81937787157327,0.17527110457559236,157.997842238307,9.067859881057585,2,Steady Run
271.1007711230713,159.55024730345264,0.061470925875093965,157.5149493620502,8.98535612622967,1,Steady Run
314.3116313435608,154.1457412131743,0.0774446837555614,143.9662924348765,11.997284194691563,2,Progression Run
377.09788492252846,135.74833905136012,9.109638969461154e-05,170.0632141694093,8.439519681261475,1,Easy Run
517.006001780948,172.55796195753814,0.7662926068111762,145.73713760639026,11.473058479433389,0,Tempo Run
279.00689050340105,157.17074868084686,0.16440892698111298,157.1485175750169,8.592350976528298,2,Progression Run
315.73097616210583,145.84851785932022,0.16564060070536513,169.85298368157956,9.896540291111842,1,Steady Run
328.3857422465044,150.9174621009307,0.192342553320362,155.19807981593488,11.759685692192908,2,Steady Run
365.7880663441367,124.32969135073763,0.019568318689165604,140.45328816784888,8.014155842805703,0,Easy Run
519.0185009859888,167.11609066929697,0.49098365927108156,161.3815993577752,7.631998543178993,2,Tempo Run
295.62044358775756,156.62032802259645,0.082076371907508,162.11961179285524,9.74388120017492,1,Progression Run
297.6210483731386,157.80008841947227,0.05413406667114051,145.7015729878409,9.205613654710827,2,Steady Run
355.8510877006156,161.8008171120868,0.08910930306277257,165.98504731754946,10.221498552972665,0,Progression Run
251.16183503254592,176.80032611963176,0.30954751513165757,176.93243609788018,9.280153425202194,1,Intervals
299.8458109700174,150.5560539779552,0.1562481589856225,141.23675279019943,10.842627326983408,1,Steady Run
446.02594727399435,128.30195320444267,0.004938454524581682,144.9740288512693,8.671495865494611,1,Easy Run
370.19013813580875,113.68315947177018,0.005166493393353466,163.7520725251785,10.856275271849523,0,Easy Run
461.6943669575875,166.57910701118277,0.5959908646811971,158.06979534197757,9.209460286861788,1,Threshold Run
293.55862791420435,151.52796408633094,0.17939511925372398,176.71355507575902,11.43952055270488,0,Progression Run
310.06875291930714,162.93953968698216,0.08430239043357016,160.2843949810096,8.568262761416602,2,Steady Run
340.8517864281899,110.10442015375737,0.004991321028717449,165.29440894570493,8.29211953003805,2,Easy Run
462.6981739162844,119.73443738063499,7.256548973627597e-05,151.94024168035128,10.947476419928616,1,Easy Run
391.855823242429,184.05489259615274,0.651830385695414,175.5824419310279,10.799009403109064,2,Tempo Run
330.0689001150118,138.1112013395654,0.046201378073499735,177.04059300957292,7.446026242926924,2,Easy Run
374.73869436874094,140.5450738067778,0.0007811874716575906,179.88381614251563,8.392467162668723,2,Recovery Run
386.04106517068806,138.35661227765306,0.03296532521074254,159.11855289977316,10.336382709247866,1,Easy Run
452.25490630435763,133.716472919853,0.021107268838250523,150.6301624893033,11.658041016204,2,Recovery Run
300.8256546187164,159.2204349294999,0.060606405727599746,168.72509650903407,9.86855008682128,1,Steady Run
306.9303455439593,153.3187880513973,0.11126268297912417,160.58117257705084,11.420042571089848,2,Steady Run
521.8352422464118,175.79916873664956,0.7069783576015919,154.83610034604854,9.859060404592448,1,Tempo Run
314.92616983795733,152.8613853476088,0.18578726168731463,157.0541452002636,8.023342978548332,2,Steady Run
215.48242165113697,168.44884566093802,0.8496054738135286,154.2211754674353,9.984941853165491,0,Intervals
258.70615822709675,169.72795267701883,0.549787724810352,146.43330219998506,10.22531760795822,2,Intervals
271.66771629254924,160.38115058302733,0.14347305942127575,142.3723471903107,10.094231535746104,2,Progression Run
440.06437359140136,117.84430915341346,0.03592575024977883,164.98825082684957,11.353904335372375,0,Easy Run
333.395998312174,131.76041667759776,0.03381259819090134,157.6140039177512,11.224174487941093,0,Easy Run
220.89441865891737,165.34741378102433,0.30220796290593116,140.89128576111275,10.038016633482325,1,Intervals
269.75092025755583,185.65996263640625,0.3998062515220082,147.97714739039202,11.324403382656577,0,Intervals
288.70801128173434,174.57575225619127,0.5594731555008285,160.193802664693,8.463726602242755,2,Intervals
382.89697045687353,111.71494008528403,0.007687538971658559,142.8322710806512,9.234077988639227,2,Recovery Run
272.85443085963607,172.91619494636433,0.7382139510710775,150.16152286114763,8.708088921116872,1,Intervals
293.51251879887803,172.54864778068855,0.7155316859455103,162.99536901184123,8.712810610295435,1,Intervals
345.20398272341816,133.90836294580583,0.03963387947525494,173.00601184130693,10.918147594825216,0,Recovery Run
